_
## sys_role
role_id	role_name	role_key	role_sort	data_scope	status	del_flag	remark
113	主播	Anchor	0	5	0	2	NULL
114	客服	ds_service	0	5	0	2	NULL
115	中控	ds_control	0	5	0	2	NULL
116	抖音总监	DYprojectDirector	0	4	0	2	NULL
121	财务	Financial	0	1	0	0	NULL
122	电商部总监	DSprojectDirector	0	4	0	2	NULL
124	电商剪辑	ds_Editor	0	5	0	2	NULL
132	拼多多运营	Doddo	0	1	0	2	NULL
133	抖音指定业务（巨量本地）	juliang	0	4	0	2	NULL
134	采购	caigou	0	1	0	2	NULL
148	充值媒介	zhijiekh	0	1	0	0	NULL
149	外部账号	externalUser	0	3	0	0	NULL
150	RPA机器人	rpa	0	1	0	0	NULL
151	合同	ht	0	1	0	2	NULL
153	商务岗位	dx	0	5	0	0	NULL
154	抖音2销售	2x	0	2	0	2	NULL
155	小红书管理	xhsgs	0	1	0	2	NULL
156	小绿书管理	xlsgw	0	1	0	2	NULL
157	小绿书本人	xlsbr	0	5	0	2	NULL
159	抖音指定业务（巨量本地）	juliang	0	5	0	2	NULL
160	媒体全部业务	all	0	1	0	2	NULL
162	抖音全部业务	dyAll	0	3	0	2	NULL
163	腾讯全部业务	tcAll	0	5	0	2	NULL
164	腾讯指定业务（广点通）	tcGDT	0	5	0	2	NULL
167	测试	ww	0	1	0	2	NULL
170	抖音财务	dycw	0	3	0	2	NULL
171	腾讯财务	txcw	0	3	0	2	NULL
172	小红书财务	xhscw	0	3	0	2	NULL
1	超级管理员	admin	1	1	0	0	超级管理员
105	测试岗位	cs_admin	1	1	0	2	这是一个测试岗位
125	董事长（总审批权限）	dsz	1	1	0	0	NULL
126	总经理	zjl	1	3	0	0	NULL
137	系统管理员	system_admin	1	1	0	0	NULL
169	测试运营	ceshiyun	1	2	0	2	NULL
141	抖音总经理	dyzjl	2	1	0	2	NULL
173	抖音销售岗	2	2	1	0	2	NULL
2	普通角色	common	3	2	0	2	普通角色
111	人事行政	hr	3	1	0	0	NULL
120	财务助理	AccountingClerk	3	4	0	0	NULL
174	AE数据	AESJ	3	1	0	0	NULL
100	磁力商务	ks_sales	4	5	0	2	NULL
109	磁力剪辑	ks_Editor	4	5	0	2	NULL
147	视频号运营	sphyy	4	1	0	2	NULL
103	项目经理	projectManager	5	4	0	2	NULL
107	抖音商务	dy_sales	5	5	0	2	NULL
108	巨量运营	dy_service	5	5	0	2	NULL
110	巨量剪辑	dy_Editor	5	5	0	2	NULL
118	抖音运营经理	dy_Operations Manager	5	2	0	0	NULL
135	开户媒介	dymj	5	1	0	0	NULL
168	抖音运营	DYYUNY	30	1	0	0	NULL
166	沸点测试	www	100	2	0	2	NULL
152	抖音销售	dyxs	150	1	0	2	NULL
165	小红书销售	xhs-xs	165	5	0	2	NULL
_
## users by role
role_id	role_name	users	active
153	商务岗位	15	15
168	抖音运营	8	8
150	RPA机器人	5	5
126	总经理	5	5
135	开户媒介	5	5
137	系统管理员	4	4
121	财务	3	3
111	人事行政	3	3
125	董事长（总审批权限）	2	2
148	充值媒介	2	2
174	AE数据	1	1
118	抖音运营经理	0	NULL
110	巨量剪辑	0	NULL
172	小红书财务	0	NULL
103	项目经理	0	NULL
166	沸点测试	0	NULL
160	媒体全部业务	0	NULL
154	抖音2销售	0	NULL
141	抖音总经理	0	NULL
122	电商部总监	0	NULL
114	客服	0	NULL
107	抖音商务	0	NULL
169	测试运营	0	NULL
1	超级管理员	0	NULL
163	腾讯全部业务	0	NULL
156	小绿书管理	0	NULL
149	外部账号	0	NULL
132	拼多多运营	0	NULL
116	抖音总监	0	NULL
109	磁力剪辑	0	NULL
171	腾讯财务	0	NULL
100	磁力商务	0	NULL
165	小红书销售	0	NULL
159	抖音指定业务（巨量本地）	0	NULL
152	抖音销售	0	NULL
134	采购	0	NULL
120	财务助理	0	NULL
113	主播	0	NULL
173	抖音销售岗	0	NULL
105	测试岗位	0	NULL
167	测试	0	NULL
162	抖音全部业务	0	NULL
155	小红书管理	0	NULL
147	视频号运营	0	NULL
124	电商剪辑	0	NULL
115	中控	0	NULL
108	巨量运营	0	NULL
170	抖音财务	0	NULL
2	普通角色	0	NULL
164	腾讯指定业务（广点通）	0	NULL
157	小绿书本人	0	NULL
151	合同	0	NULL
133	抖音指定业务（巨量本地）	0	NULL
_
## sys_dept
dept_id	parent_id	ancestors	dept_name	order_num	status	del_flag
100	0	0	薪火相承	0	0	0
231	100	0,100	快手事业部_del	1	0	2
239	100	0,100	厦门抖音事业部	2	0	0
278	100	0,100	总经理_del	2	0	2
283	100	0,100	总经理_del	2	0	2
284	100	0,100	11_del	2	0	2
252	100	0,100	快手=大健康_del	3	0	2
280	100	0,100	天津抖音事业部	4	0	0
276	100	0,100	沈阳抖音事业部	7	0	0
243	100	0,100	后勤部	10	0	0
270	100	0,100	外部_del	100	0	2
274	100	0,100	小红书事业部_del	274	0	2
271	100	0,100	外转事业部_del	275	0	2
234	231	0,100,231	运营部_del	1	0	2
235	231	0,100,231	销售部_del	2	0	2
268	231	0,100,231	代理客户_del	22	0	2
269	234	0,100,231,234	运营0部_del	0	0	2
223	234	0,100,231,234	运营测试一部_del	1	0	2
224	234	0,100,231,234	运营测试二部_del	2	0	2
